"","Row.names","fit$classification","Color_Class","Intensity_Class","Av_Total_Int","Av_Chroma","Av_Adjust_Hue_degrees","X","Sample","Av_Blue_Int_Percent","Av_Green_Int_Percent","Av_Yellow_Int_Percent","Av_Red_Int_Percent","Av.LM","AV_MS","Av_Hue_radians","Av_Hue_degrees","Av_Adjust_Radians","Adjust_Hue_degrees_2SE","Total_Int_2SE","Chroma_2SE","Reverse_Chroma","Geography","Population","plotcolassign"
"109","48","LB","LB","L",15609.3629317187,0.288362118741997,69.3522587393488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"110","49","LR","LR","L",14592.2760973593,0.353013467537969,88.7603487890856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"111","5","LB","LB","L",16186.6840773545,0.264033989992882,67.6844417058124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"112","50","DB","DB","D",10897.5142418645,0.452999647300984,74.2447949974195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB"
"113","51","DB","DB","D",10050.9901863654,0.506629582055889,78.0151417573109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB"
"114","52","LB","LB","L",13736.2878007052,0.292602006951245,68.229900713775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"115","53","LR","LR","L",15105.7201365609,0.341518542320469,90.2931764547185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"116","6","LR","LR","L",14273.1340785269,0.394754520284905,90.3333869619077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"117","7","LR","LR","L",15782.4291994482,0.308037222990165,92.3112601913399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"118","8","LR","LR","L",16366.5353894153,0.325414338024243,92.7197953671747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"119","85","DR","DR","D",5848.38108954917,0.734066608588789,96.7967880733893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"120","86","DR","DR","D",7029.53870714762,0.795542989721397,97.3400838127502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"121","87","DR","DR","D",8550.4582437902,0.715143972102626,97.7434958840152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"122","88","DR","DR","D",7498.00579978882,0.748761420894888,97.9092024932816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"123","89","DB","DB","D",9116.80154809473,0.514634895394753,81.4864382838842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB"
"124","9","LB","LB","L",14832.8013961515,0.293716308610974,70.140617618592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"125","90","LR","LB","L",11557.7032118864,0.4221464720373,92.217929454338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"126","91","LB","LB","L",13244.6234249788,0.31581197415479,71.5620340640938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"127","92","LR","LR","L",13256.8900953576,0.402712419329447,92.0519556014852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"128","93","LR","LR","L",12396.5025745017,0.422440557849671,90.2763273426069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"129","94","LB","LB","L",12542.4419996003,0.333296615585675,69.3647435542365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"130","95","LR","LR","L",11872.2973177093,0.386288112405745,94.7376649281905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"131","96","LB","LB","L",12748.0563617176,0.343731339373084,73.7892193022473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"132","97","LB","LB","L",12800.2937674631,0.349234932828881,74.185364000707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"133","98","LB","LB","L",13142.1987426785,0.330179380454122,74.7221059238002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"134","99","LB","LB","L",16061.9473765276,0.261911204349081,63.1091820526605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
